热功率,电功率,主回路1冷却剂流量,主回路2冷却剂流量,主回路1热管段冷却剂温度,主回路2热管段冷却剂温度,主回路1冷管段冷却剂温度,主回路2冷管段冷却剂温度,主回路1蒸汽发生器二次侧压力,主回路2蒸汽发生器二次侧压力,主回路1蒸汽发生器水位,主回路2蒸汽发生器水位,主回路1蒸汽发生器给水流量,主回路2蒸汽发生器给水流量,主回路1蒸汽发生器给水温度,主回路2蒸汽发生器给水温度,主回路1蒸汽发生器蒸汽出口流量,主回路2蒸汽发生器蒸汽出口流量,主回路1蒸汽发生器蒸汽出口温度,主回路2蒸汽发生器蒸汽出口温度,稳压器压力,稳压器水位,稳压器蒸汽空间温度,稳压器水空间温度
0.251459531,0.082990821,0.99917178,1,0.083520693,0.083518393,0.07703548,0.077036393,0.000122536,0.000119239,0.001402835,0.001404414,0.066537379,0.066258645,0.057364406,0.057364043,0.06545644,0.065321161,0.074405482,0.07436911,0.002731034,0,0.097639053,0.091990338
0.251489963,0.081994559,0.999277539,1,0.083530576,0.083528243,0.077046544,0.077047204,0.000122884,0.000119366,0.001402823,0.001404319,0.066346145,0.066078845,0.057363608,0.057363249,0.065320066,0.065174986,0.074420417,0.074381038,0.002731526,0,0.097624934,0.092001623
0.251532313,0.081784323,0.999381043,1,0.083537745,0.083536417,0.077054862,0.077055387,0.000123229,0.000119793,0.001402631,0.001404127,0.066463455,0.06619555,0.057353133,0.05735277,0.065935623,0.065793082,0.074429994,0.074391837,0.002732577,0,0.097703827,0.092010675
0.251487608,0.08315929,0.999167575,1,0.083520199,0.083518508,0.077038393,0.077039002,0.000122593,0.000119047,0.001402133,0.001403546,0.066589139,0.066322953,0.057345454,0.05734509,0.066524532,0.066376476,0.074409275,0.074369766,0.002730986,0,0.097635091,0.091990766
0.251439075,0.083064501,0.99903502,1,0.083517266,0.083511974,0.077032312,0.077033276,0.000122472,0.000119092,0.001402565,0.001404033,0.066549309,0.066280931,0.057358867,0.057358503,0.065568786,0.065429447,0.07440015,0.074362758,0.002730223,0,0.097635193,0.091982464
0.251469349,0.082141276,0.999287332,1,0.083531849,0.083531494,0.077050173,0.077049928,0.000123136,0.000119534,0.001402908,0.001404293,0.066331319,0.066063929,0.057368484,0.057368125,0.065320541,0.065172828,0.074424464,0.07438423,0.002732,0,0.097564059,0.092002746
0.251412446,0.081609538,0.999242105,1,0.083529964,0.083528747,0.077047371,0.077045384,0.000123187,0.000119641,0.0014023,0.001403657,0.06638357,0.06611417,0.057349791,0.057349431,0.065720087,0.065573043,0.07442249,0.074383027,0.00273159,0,0.097666729,0.091998624
0.251339483,0.082817358,0.99908458,1,0.083516012,0.083514659,0.077034145,0.077031397,0.000122806,0.000119232,0.001401783,0.001403141,0.066526241,0.066265751,0.057339339,0.057338979,0.066545217,0.066394208,0.074407623,0.074367787,0.00273021,0,0.097646484,0.091983142
0.251332122,0.083127422,0.999201482,1,0.08352855,0.083525667,0.07704478,0.077043528,0.000122573,0.000119165,0.001402603,0.001404044,0.066540768,0.066280743,0.057366022,0.057365662,0.065750528,0.065606484,0.074412098,0.074374421,0.002731896,0,0.097568796,0.091996261
0.251303872,0.082311112,0.999183291,1,0.083525995,0.083524617,0.077045278,0.077044204,0.000123154,0.000119469,0.001402679,0.001404064,0.066317517,0.066051705,0.057367018,0.057366659,0.065317354,0.065168821,0.074419629,0.07437868,0.002731161,0,0.097630621,0.09199394
